Recipient	pg_14682_TAS	pg_14687_TAS	pg_14689_TAS	pg_14690_TAS	pg_14693_TAS	pg_14702_TAS	pg_14709_TAS	pg_14711_TAS	pg_14712_TAS	pg_14718_TAS	pg_14720_TAS	pg_14725_VIC	pg_14735_VIC	pg_14747_VIC	pg_14749_VIC	pg_14753_VIC	pg_14755_VIC	pg_14756_VIC	pg_14757_VIC	pg_14758_VIC	pg_14759_VIC	pg_14761_VIC	pg_14762_VIC	pg_14763_VIC	pg_14764_VIC	pg_14766_VIC	pg_14767_VIC	pg_14768_VIC	pg_14769_VIC	pg_14770_VIC	pg_14771_VIC	pg_14776_VIC	pg_14777_VIC	pg_14778_VIC	pg_14779_VIC	pg_14781_VIC	pg_14783_VIC	pg_14784_VIC	pg_14785_VIC	pg_14786_VIC	pg_14787_VIC	pg_14789_VIC	pg_14790_VIC	pg_14791_VIC	pg_14792_VIC	pg_14793_VIC	pg_14796_VIC	pg_14798_VIC	pg_14799_VIC	pg_14800_VIC	pg_14810_VIC	pg_14812_VIC	pg_14814_VIC	pg_14815_VIC	pg_14818_VIC	pg_15516_CHI	pg_15518_CHI	pg_15520_CHI	pg_15529_CHI	pg_15535_CHI	pg_15537_CHI	pg_15538_CHI	pg_15541_CHI	pg_15545_CHI	pg_15546_CHI	pg_15547_CHI	pg_15550_CHI	pg_15551_CHI	pg_15552_CHI	pg_15556_CHI	pg_15559_CHI	pg_15560_CHI	pg_15562_CHI	pg_15563_CHI	pg_15565_CHI	pg_15567_CHI	pg_15571_CHI	pg_15575_CHI	pg_15578_CHI	pg_15579_CHI	pg_15581_CHI	pg_15586_CHI	pg_15588_CHI	pg_15595_CHI	pg_15603_CHI	pg_15605_CHI	pg_15606_CHI	pg_15609_CHI	pg_15611_CHI	pg_15905_NZN	pg_15906_NZN	pg_15907_NZN	pg_15909_NZN	pg_15910_NZN	pg_15911_NZN	pg_15912_NZN	pg_15913_NZN	pg_15915_NZN	pg_15916_NZN	pg_15917_NZN	pg_15918_NZN	pg_15920_NZN	pg_15921_NZN	pg_15923_NZN	pg_15924_NZN	pg_15926_NZN	pg_15927_NZN	pg_15928_NZN	pg_15929_NZN	pg_15930_NZN	pg_15931_NZN	pg_15932_NZN	pg_15934_NZN	pg_15937_NZN	pg_15938_NZN	pg_15940_NZN	pg_15942_NZN	pg_15943_NZN	pg_15944_NZN	pg_15946_NZN	pg_15948_NZN	pg_15949_NZN	pg_15950_NZN	pg_15951_NZN	pg_15952_NZN	pg_15953_NZN	pg_15954_NZN	pg_15955_NZN	pg_15957_NZN	pg_15958_NZN	pg_15959_NZN	pg_15963_NZN	pg_15975_NZN	pg_15980_NZN	pg_15981_NZN	pg_15982_NZN	pg_15984_NZN	pg_15986_NZN	pg_15987_NZN	pg_15988_NZN	pg_15991_NZN	pg_15993_NZN	pg_15995_NZN	pg_15997_NZN	pg_16000_NZS	pg_16002_NZS	pg_16003_NZS	pg_16009_NZS	pg_16010_NZS	pg_16012_NZS	pg_16022_NZS	pg_16025_NZS	pg_16034_NZS	pg_16037_NZS	pg_16039_NZS	pg_16040_NZS	pg_16042_NZS	pg_16043_NZS	pg_16045_NZS	pg_16046_NZS	pg_16056_NZS	pg_16057_NZS	pg_16067_NZS	pg_16068_NZS	pg_16069_NZS	pg_16070_NZS	pg_16073_NZS	pg_16074_NZS	pg_16075_NZS	pg_16076_NZS	pg_16077_NZS	pg_16078_NZS	pg_16079_NZS	pg_16080_NZS	pg_16081_NZS	pg_16084_NZS	pg_16089_NZS	pg_16091_NZS	pg_16092_NZS	pg_16093_NZS	pg_16094_NZS	pg_16096_NZS	pg_16097_NZS	pg_16099_NZS	pg_16100_NZS	pg_16101_NZS	pg_16104_NZS	pg_16106_NZS	pg_16107_NZS	pg_16108_NZS	pg_16111_NZS	pg_16112_NZS	pg_16113_NZS	pg_16114_NZS	pg_16115_NZS	pg_16116_NZS	pg_16117_NZS	pg_16119_NZS	pg_16122_NZS	pg_16123_NZS	pg_16124_NZS	pg_16126_NZS	pg_16128_NZS	pg_16130_NZS	pg_16131_NZS	pg_16132_NZS	pg_16134_NZS	pg_16135_NZS	pg_16138_PHO	pg_16139_PHO	pg_16140_PHO	pg_16141_PHO	pg_16142_CHI	pg_17204_CAM	pg_17206_NZS	pg_17208_NZS
pg_16057_NZS	14611	14799	14412	14492	14680	14800	14497	14433	14917	14290	14278	14807	14837	14497	14753	14420	14556	14643	14689	14759	14619	14446	14517	14294	14351	14412	14641	14450	14885	14764	14771	14546	14781	14874	14381	14871	14642	14439	14555	14563	14743	14626	14574	14481	14394	14473	14679	14421	14508	14626	14742	14628	14502	14810	14764	14553	14759	14713	14698	14879	14956	14303	14716	14408	14374	14352	14484	14208	14555	14625	14352	14411	14338	14296	14345	14387	14673	14479	14280	14677	14956	14840	14858	14733	14321	14693	14478	14405	14503	14846	14474	14448	14500	14401	14374	14660	14414	14905	14626	14656	14983	14589	14879	14705	14940	14707	14708	14615	14680	14617	14657	14810	14768	14732	14483	14810	14938	14652	14478	14550	14713	14837	14885	14260	14579	14372	14601	14583	14638	14635	14446	14456	14754	14441	14483	14400	14872	14776	14380	14394	14399	14617	14568	14885	14750	14339	14505	14565	14831	14526	14729	14676	14712	14664	14409	14692	14355	14344	14921	14353	14517	0	14751	14431	14766	14869	14804	14632	14616	14902	14560	14974	14623	14705	14741	14572	14500	14496	14680	14599	14582	14527	14893	14436	14832	14505	14903	14444	14765	14735	14677	14741	14787	14581	14824	14660	14786	14697	14806	14940	14562	14945	14602	14929	14819	14919	14757	14741	14601	14551	14540	14660	14916	14521	14429	14898
pg_16067_NZS	14333	14599	13814	14027	14370	14620	14153	13887	14620	13653	13529	14650	14685	14056	14443	13858	14144	14315	14378	14572	14364	13923	14059	13610	13684	13856	14399	13954	14704	14589	14585	14100	14602	14757	13799	14673	14287	13941	14216	14176	14584	14329	14178	13998	13873	14030	14387	13937	14109	14245	14504	14302	14017	14606	14541	14094	14563	14402	14479	14723	14827	13607	14395	13730	13810	13719	14053	13436	14170	14229	13785	13887	13674	13603	13673	13804	14357	13953	13595	14362	14828	14624	14748	14540	13688	14373	13971	13792	14149	14572	13932	14010	13999	13822	13747	14339	13797	14775	14218	14390	14775	14198	14773	14417	14860	14444	14457	14217	14352	14268	14362	14541	14503	14465	13998	14600	14842	14317	14000	14083	14518	14685	14689	13555	14179	13766	14255	14161	14302	14284	13951	13983	14516	13907	14082	13951	14767	14536	13790	13862	13788	14251	14187	14684	14461	13660	14135	14188	14711	14132	14484	14342	14448	14355	13853	14468	13800	13740	14810	13792	14083	14752	0	13885	14560	14691	14539	14200	14286	14763	14222	14840	14163	14518	14494	14164	13986	13895	14357	14226	14145	14000	14728	13948	14632	13955	14786	13962	14469	14505	14242	14488	14543	14135	14641	14407	14547	14401	14633	14817	14277	14807	14244	14773	14631	14770	14438	14423	14223	14124	14060	14294	14746	14135	13862	14829
pg_16068_NZS	13372	14085	12039	12592	13542	14027	12866	12035	14129	11281	10840	14158	14225	12503	13631	11994	12946	13374	13499	13920	13335	11963	12598	10804	11418	12158	13432	12150	14367	13985	13972	12772	13945	14394	11857	14294	13290	12222	12718	12810	13973	13249	12947	12328	12011	12445	13515	12090	12419	13201	13783	13182	12380	14024	13840	12635	13894	13637	13452	14251	14555	10959	13486	11832	11755	11479	12420	10520	12508	13132	11565	12026	11319	11106	11443	11553	13447	12176	10996	13450	14609	14155	14325	13810	11360	13477	12462	11837	12513	14049	12329	12174	12635	11978	11712	13343	12019	14464	13109	13538	14480	12912	14374	13649	14585	13695	13733	13086	13481	13244	13456	13986	13840	13736	12389	14064	14562	13418	12371	12668	13828	14223	14280	10760	12949	11725	13132	12901	13218	13193	12404	11923	13739	12047	12274	11928	14316	13924	11562	11921	11530	13171	12790	14277	13704	11325	12852	12864	14174	12768	13755	13459	13696	13464	12048	13443	11639	11505	14485	11628	12836	14422	13875	0	13985	14303	14069	13165	13213	14351	12843	14661	13039	13783	13886	13010	12527	12449	13558	13151	13077	12761	14443	12291	14160	12549	14477	12189	13852	13796	13379	13913	14050	13112	14214	13574	13867	13418	14071	14586	13049	14548	13157	14511	14154	14458	13791	13640	13187	12897	12717	13406	14457	12630	12048	14539
pg_16069_NZS	14381	14661	13997	14161	14426	14606	14201	14001	14827	13825	13751	14674	14666	14138	14520	14003	14223	14349	14399	14558	14373	14026	14151	13785	13860	14003	14408	14016	14745	14619	14554	14185	14565	14766	13949	14720	14371	14048	14193	14199	14606	14322	14239	14097	14008	14109	14421	14006	14134	14290	14535	14336	14092	14630	14567	14254	14575	14516	14428	14747	14882	13835	14483	14024	13985	13886	14133	13719	14184	14379	13906	14018	13875	13820	13879	13935	14409	14103	13794	14437	14907	14712	14739	14525	13864	14488	14156	13948	14169	14646	14067	14047	14165	14013	13944	14366	14004	14778	14315	14484	14887	14267	14765	14467	14868	14479	14486	14284	14406	14336	14373	14642	14546	14533	14130	14684	14842	14404	14104	14205	14520	14717	14717	13824	14286	13948	14342	14229	14357	14323	14080	14057	14542	14037	14083	14011	14759	14599	13966	13988	13912	14312	14218	14787	14488	13906	14215	14230	14648	14181	14524	14392	14440	14429	13997	14431	13918	13890	14815	13907	14200	14766	14559	13994	0	14710	14622	14274	14280	14745	14212	14890	14321	14506	14551	14284	14115	14076	14411	14286	14261	14147	14780	14035	14651	14106	14801	14057	14517	14544	14379	14570	14596	14297	14708	14442	14571	14426	14654	14865	14305	14843	14270	14819	14662	14797	14515	14473	14327	14252	14202	14380	14821	14176	14027	14826
pg_16070_NZS	14570	14830	14328	14441	14663	14756	14508	14375	14952	14203	14171	14775	14808	14464	14774	14361	14495	14580	14641	14747	14599	14330	14434	14159	14227	14398	14595	14345	14848	14770	14748	14492	14744	14888	14275	14864	14629	14368	14453	14509	14747	14566	14581	14379	14326	14432	14649	14351	14402	14544	14761	14581	14385	14829	14716	14422	14741	14683	14637	14917	14918	14191	14624	14313	14280	14241	14418	14117	14454	14650	14260	14355	14226	14192	14239	14281	14622	14436	14183	14670	14981	14881	14842	14684	14254	14715	14463	14288	14413	14830	14395	14350	14492	14341	14296	14611	14361	14897	14523	14660	14994	14491	14863	14645	14924	14683	14696	14560	14645	14544	14618	14746	14728	14691	14441	14823	14946	14610	14400	14493	14709	14803	14847	14179	14506	14309	14589	14504	14592	14595	14430	14335	14693	14352	14393	14362	14894	14723	14291	14337	14255	14531	14439	14810	14713	14239	14517	14519	14776	14526	14721	14574	14626	14681	14338	14628	14276	14261	14906	14260	14524	14870	14691	14313	14711	0	14754	14513	14515	14879	14475	14982	14598	14705	14693	14514	14394	14387	14614	14514	14507	14445	14857	14375	14783	14419	14854	14336	14703	14735	14544	14759	14775	14496	14838	14638	14748	14575	14769	14931	14592	14920	14532	14896	14837	14890	14674	14696	14569	14517	14489	14619	14880	14439	14324	14918
pg_16073_NZS	14411	14565	13917	14152	14424	14649	14246	14013	14539	13783	13730	14713	14751	14180	14428	13959	14242	14359	14402	14585	14455	14106	14162	13756	13890	13926	14525	14095	14795	14610	14636	14221	14701	14773	13957	14730	14328	14077	14440	14340	14636	14483	14251	14127	13967	14138	14384	14112	14280	14361	14500	14286	14213	14542	14626	14267	14683	14483	14612	14718	14874	13770	14473	13922	13956	13896	14185	13558	14349	14228	13952	14010	13913	13747	13839	13938	14413	13990	13754	14434	14842	14610	14778	14553	13799	14394	14003	13963	14315	14556	14023	14206	14082	13961	13900	14374	13910	14782	14296	14418	14696	14338	14779	14532	14853	14499	14521	14268	14419	14335	14400	14554	14559	14512	14118	14619	14821	14369	14059	14191	14540	14712	14719	13709	14297	13836	14330	14226	14351	14348	14007	14221	14548	14028	14254	14112	14780	14523	13922	13989	14001	14346	14377	14747	14568	13791	14185	14209	14753	14257	14436	14494	14550	14321	13983	14548	13949	13911	14879	13929	14180	14805	14539	14079	14623	14754	0	14325	14398	14797	14428	14814	14197	14642	14554	14233	14083	14064	14442	14251	14202	14107	14759	14129	14657	14067	14777	14133	14541	14511	14332	14460	14584	14225	14666	14458	14580	14579	14646	14854	14377	14807	14347	14805	14609	14768	14536	14520	14291	14180	14109	14352	14782	14212	13973	14850
pg_16074_NZS	13967	14325	13085	13467	14004	14389	13652	13194	14327	12806	12436	14477	14487	13492	14095	13171	13665	13908	14060	14317	13960	13220	13451	12621	12879	13174	14076	13293	14570	14337	14333	13585	14337	14615	13075	14476	13856	13285	13695	13674	14322	13915	13620	13389	13186	13490	14046	13298	13560	13817	14156	13828	13475	14273	14282	13491	14283	14069	14126	14492	14739	12624	14038	12961	13066	12819	13477	12397	13593	13757	12969	13182	12743	12683	12801	13035	13997	13264	12622	13984	14725	14406	14581	14203	12801	13980	13320	12989	13603	14333	13308	13386	13446	13104	12948	13963	13131	14644	13795	14046	14580	13763	14600	14095	14732	14113	14150	13746	14015	13828	13971	14289	14253	14160	13382	14347	14730	13941	13364	13524	14235	14468	14507	12583	13729	12992	13832	13681	13891	13884	13319	13295	14172	13216	13492	13295	14577	14235	13011	13148	13008	13838	13673	14526	14195	12815	13626	13668	14468	13603	14132	13978	14105	13950	13159	14082	13005	12961	14706	13017	13583	14632	14199	13173	14273	14512	14324	0	13887	14616	13757	14751	13634	14270	14253	13711	13385	13253	14008	13756	13716	13456	14600	13286	14455	13348	14661	13318	14210	14207	13817	14225	14297	13691	14473	14090	14282	14039	14388	14703	13847	14703	13778	14682	14377	14608	14146	14103	13794	13617	13498	13936	14609	13583	13142	14696
pg_16075_NZS	13919	14492	13289	13567	14093	14396	13710	13329	14767	12941	12764	14413	14480	13553	14256	13272	13723	13965	14079	14300	13922	13209	13576	12747	12924	13383	13942	13272	14569	14356	14318	13639	14266	14657	13178	14568	14045	13371	13491	13587	14302	13867	13775	13402	13244	13455	14087	13225	13393	13826	14299	13909	13367	14498	14244	13627	14249	14217	13962	14633	14762	12923	14117	13241	13190	13032	13485	12679	13496	14056	13062	13289	12960	12940	12995	13094	14074	13447	12840	14109	14843	14601	14562	14218	13007	14224	13629	13195	13446	14481	13489	13286	13678	13355	13246	14068	13323	14688	13881	14109	14861	13783	14628	14121	14761	14175	14156	13886	14089	13884	14038	14415	14270	14218	13516	14497	14769	14082	13515	13710	14293	14542	14589	12863	13813	13189	13899	13785	13972	13931	13536	13201	14253	13290	13376	13256	14600	14350	13170	13244	13079	13855	13500	14589	14149	13036	13766	13757	14402	13673	14298	13955	14099	14153	13311	13961	13083	13007	14648	13045	13722	14616	14285	13222	14280	14514	14397	13887	0	14600	13541	14869	13926	14175	14267	13760	13525	13464	14059	13863	13841	13626	14634	13335	14481	13532	14670	13270	14280	14258	14019	14352	14390	13813	14537	14079	14325	13954	14456	14763	13844	14753	13805	14721	14547	14690	14240	14187	13936	13819	13706	14056	14710	13545	13276	14701
pg_16076_NZS	14628	14796	14389	14477	14711	14757	14529	14384	14935	14269	14225	14795	14836	14448	14725	14345	14519	14595	14656	14713	14618	14412	14520	14238	14301	14375	14599	14399	14884	14765	14728	14503	14744	14879	14361	14875	14606	14404	14505	14523	14742	14591	14538	14399	14363	14425	14652	14378	14453	14604	14719	14569	14459	14790	14743	14529	14775	14731	14656	14881	14958	14273	14709	14421	14380	14329	14457	14174	14485	14633	14270	14388	14327	14282	14326	14308	14656	14412	14255	14653	14951	14844	14841	14708	14274	14690	14471	14383	14451	14823	14464	14396	14506	14390	14348	14626	14414	14917	14598	14681	14989	14515	14864	14683	14947	14696	14693	14601	14649	14590	14644	14786	14698	14717	14421	14779	14929	14644	14428	14459	14715	14837	14868	14204	14557	14329	14538	14539	14573	14574	14407	14388	14705	14360	14403	14365	14845	14769	14314	14342	14348	14555	14512	14880	14685	14284	14502	14502	14823	14502	14723	14624	14676	14656	14401	14615	14334	14307	14900	14295	14513	14903	14763	14361	14746	14879	14797	14617	14601	0	14535	14977	14589	14705	14747	14545	14470	14481	14669	14584	14540	14523	14931	14417	14816	14481	14904	14392	14731	14710	14653	14748	14765	14579	14814	14665	14741	14649	14770	14930	14544	14912	14584	14908	14817	14916	14761	14687	14605	14534	14531	14639	14920	14511	14420	14884
pg_16077_NZS	13738	14515	13078	13242	14001	14318	13488	13001	14874	12425	12160	14327	14383	13267	14288	13007	13650	13905	14031	14202	13754	12813	13283	12118	12426	13161	13712	12925	14484	14287	14215	13429	14139	14609	12757	14531	13937	13009	13030	13244	14180	13609	13627	13082	12980	13157	14065	12820	12972	13714	14257	13784	13039	14511	14163	13249	14100	14090	13692	14630	14696	12376	13961	12846	12737	12540	13127	12033	13125	13991	12527	12890	12361	12436	12565	12617	13949	13211	12270	13981	14850	14640	14516	14115	12577	14207	13542	12809	13050	14532	13318	12802	13541	13038	12886	13975	13112	14688	13747	13992	14963	13609	14604	13984	14763	14118	14092	13794	14005	13752	13930	14432	14159	14155	13278	14459	14773	14042	13336	13499	14202	14510	14577	12316	13642	12905	13728	13681	13825	13812	13347	12609	14111	12954	12913	12791	14557	14281	12659	12848	12632	13736	13172	14528	14041	12544	13518	13621	14318	13465	14312	13799	13995	14163	13002	13681	12584	12513	14589	12544	13549	14560	14221	12852	14211	14474	14427	13757	13541	14534	0	14887	13894	13917	14226	13667	13327	13301	13994	13747	13733	13536	14619	12870	14481	13406	14639	12793	14221	14206	13885	14370	14369	13733	14538	13989	14308	13756	14388	14758	13551	14734	13663	14688	14589	14672	14184	14130	13903	13737	13677	13983	14666	13301	12971	14657
pg_16078_NZS	14829	14785	14534	14692	14748	14867	14684	14573	14663	14481	14449	14970	14961	14659	14655	14544	14681	14755	14740	14867	14837	14695	14659	14478	14583	14499	14913	14673	14992	14821	14921	14683	14960	14935	14624	14908	14671	14664	14916	14785	14917	14867	14647	14691	14549	14688	14747	14688	14827	14779	14776	14690	14741	14747	14883	14792	14955	14774	14936	14841	15024	14459	14822	14568	14612	14560	14721	14373	14808	14567	14571	14583	14580	14440	14486	14575	14767	14505	14457	14757	14911	14771	14962	14893	14472	14661	14450	14569	14816	14761	14537	14748	14551	14541	14505	14737	14506	14920	14736	14752	14784	14729	14946	14867	14956	14817	14823	14688	14731	14731	14736	14795	14884	14815	14645	14824	14974	14706	14581	14647	14832	14933	14896	14406	14722	14487	14725	14659	14735	14726	14530	14791	14887	14595	14804	14692	14925	14851	14566	14586	14618	14763	14908	14980	14846	14482	14609	14665	14991	14654	14716	14864	14867	14687	14558	14936	14582	14568	15015	14602	14610	14975	14840	14671	14891	14982	14814	14752	14870	14977	14888	0	14542	14959	14862	14656	14620	14584	14805	14693	14668	14630	14966	14682	14863	14585	14983	14726	14843	14792	14788	14760	14797	14703	14838	14812	14851	14927	14885	14988	14789	14971	14765	14982	14789	14929	14813	14771	14660	14599	14561	14709	14974	14715	14623	14994
pg_16079_NZS	13987	13976	12527	13332	13726	14277	13435	12678	13367	12189	11628	14522	14473	13133	13442	12645	13486	13765	13857	14210	13958	13109	13228	12069	12519	12514	14147	13094	14605	14173	14337	13359	14416	14530	12897	14403	13326	13060	13934	13662	14353	13931	13128	13291	12814	13270	13706	13192	13675	13699	13861	13454	13424	13863	14185	13605	14339	13810	14197	14064	14749	11976	13960	12484	12830	12388	13303	11482	13508	12978	12621	12833	12498	12052	12065	12494	13678	12316	12011	13653	14495	13951	14573	14177	12111	13309	12311	12519	13669	13943	12718	13432	12832	12558	12325	13635	12463	14528	13635	13805	14111	13557	14560	14119	14661	14044	14019	13458	13777	13700	13773	14063	14233	14050	13101	14160	14639	13662	12984	13234	14137	14507	14418	11805	13640	12242	13612	13351	13655	13621	12750	13426	14163	12849	13620	13186	14457	14189	12599	12761	12730	13776	13950	14611	14083	12267	13163	13320	14525	13124	13682	14027	14125	13542	12704	14194	12734	12661	14715	12782	13067	14622	14161	13046	14319	14596	14195	13633	13925	14587	13893	14540	0	14360	14204	13529	13138	12860	13942	13532	13453	13127	14622	13111	14315	12872	14661	13253	14130	13941	13793	13948	14053	13537	14280	14012	14144	14213	14355	14690	13671	14658	13691	14681	14062	14496	14081	13883	13427	13143	12958	13674	14636	13508	12945	14686
pg_16080_NZS	14217	14683	13869	13972	14367	14572	14100	13896	14959	13562	13539	14587	14605	14034	14568	13884	14179	14322	14388	14492	14253	13846	14021	13539	13660	13889	14199	13815	14688	14570	14512	14013	14484	14755	13719	14728	14334	13849	13919	14008	14473	14172	14218	13887	13859	13929	14429	13810	13890	14238	14527	14289	13887	14674	14522	14045	14501	14441	14280	14790	14836	13600	14372	13816	13749	13671	13928	13450	14048	14382	13645	13838	13592	13592	13692	13757	14353	14037	13515	14375	14933	14771	14686	14407	13666	14506	14128	13798	13935	14714	14014	13807	14141	13862	13802	14354	13909	14826	14230	14364	14996	14165	14749	14346	14872	14450	14425	14253	14402	14255	14338	14641	14474	14483	13975	14634	14871	14374	14030	14103	14499	14702	14755	13553	14181	13802	14162	14202	14280	14269	13987	13722	14448	13816	13863	13775	14760	14576	13736	13777	13746	14246	13989	14734	14440	13646	14055	14157	14594	14084	14565	14324	14406	14450	13848	14254	13704	13636	14773	13613	14085	14705	14517	13792	14506	14704	14641	14270	14175	14704	13917	14958	14361	0	14492	14184	14023	14018	14379	14234	14190	14122	14759	13756	14664	14077	14778	13754	14511	14500	14302	14602	14637	14223	14707	14345	14544	14270	14593	14860	14087	14845	14225	14817	14752	14795	14497	14463	14330	14222	14185	14384	14806	14054	13827	14773
pg_16081_NZS	14323	14617	13875	14060	14384	14560	14142	13905	14707	13694	13643	14634	14658	14060	14464	13890	14160	14289	14351	14507	14310	13947	14111	13624	13773	13890	14381	13898	14726	14553	14535	14112	14552	14752	13851	14702	14307	13962	14178	14182	14554	14316	14196	14000	13884	14018	14380	13926	14056	14271	14483	14264	14021	14565	14526	14165	14562	14454	14413	14722	14863	13699	14427	13889	13846	13768	14050	13554	14146	14261	13786	13916	13795	13680	13774	13821	14329	13972	13644	14355	14847	14643	14696	14486	13721	14407	14035	13886	14118	14582	13980	13971	14088	13890	13806	14317	13888	14770	14236	14375	14816	14223	14739	14431	14842	14458	14442	14230	14348	14247	14334	14552	14509	14446	14016	14569	14836	14352	14012	14115	14495	14688	14724	13633	14192	13812	14263	14154	14286	14264	14014	13990	14514	13912	14038	13936	14738	14551	13826	13852	13849	14266	14219	14729	14481	13742	14115	14163	14670	14112	14455	14376	14424	14386	13875	14403	13824	13745	14782	13796	14103	14741	14492	13895	14550	14691	14552	14252	14266	14745	14226	14860	14206	14492	0	14183	14019	14011	14340	14241	14163	14106	14751	13987	14618	14020	14770	13957	14485	14467	14342	14510	14531	14206	14650	14366	14533	14392	14597	14844	14261	14812	14229	14807	14636	14774	14477	14445	14256	14144	14109	14340	14781	14082	13894	14794
pg_16084_NZS	13783	14231	12891	13328	13914	14267	13448	13004	14225	12480	12359	14416	14466	13281	13923	12864	13455	13784	13865	14159	13855	13142	13365	12419	12726	12892	13938	13114	14558	14188	14266	13449	14285	14553	12916	14464	13669	13140	13625	13564	14246	13842	13519	13171	12909	13200	13865	13044	13314	13734	14048	13644	13334	14210	14226	13495	14288	14001	14066	14448	14728	12466	13977	12852	12945	12711	13277	12066	13506	13543	12742	12951	12724	12430	12646	12775	13816	13002	12446	13848	14668	14307	14498	14153	12509	13871	13093	12906	13462	14220	13097	13180	13277	12937	12766	13825	12934	14563	13698	13899	14498	13632	14568	14054	14685	14071	14045	13650	13881	13714	13854	14165	14163	14043	13217	14292	14670	13819	13177	13371	14157	14423	14459	12301	13595	12726	13699	13463	13729	13717	13098	13211	14076	12961	13351	13042	14524	14171	12811	12901	12901	13689	13617	14467	14069	12570	13386	13500	14437	13475	13984	13920	14060	13836	12917	13986	12780	12711	14651	12785	13366	14571	14162	13017	14283	14512	14231	13710	13759	14543	13666	14654	13529	14183	14183	0	13190	13190	13923	13559	13502	13357	14599	13194	14337	13230	14599	13169	14124	14091	13821	14087	14258	13594	14371	13941	14199	14031	14323	14706	13721	14655	13713	14641	14293	14596	14128	14057	13663	13432	13309	13806	14588	13380	13011	14672
pg_16089_NZS	13600	14100	12445	12951	13665	14127	13137	12485	14002	11853	11596	14255	14341	12886	13680	12435	13190	13561	13688	14028	13588	12636	12952	11672	12121	12461	13724	12665	14460	14082	14122	13110	14140	14448	12433	14345	13406	12686	13289	13261	14082	13583	13150	12751	12432	12852	13617	12641	12963	13456	13878	13329	12945	14037	14036	13141	14107	13755	13814	14306	14665	11761	13722	12314	12378	12075	12868	11272	13133	13237	12148	12490	12100	11752	11987	12148	13570	12532	11743	13580	14626	14162	14408	13976	11899	13560	12571	12314	13073	14096	12649	12754	12873	12432	12187	13599	12435	14485	13365	13700	14399	13323	14465	13842	14636	13892	13883	13339	13662	13427	13603	14019	13978	13860	12805	14125	14609	13556	12788	13020	13987	14326	14357	11588	13263	12093	13393	13186	13495	13459	12659	12756	13953	12483	12925	12618	14405	14005	12230	12420	12350	13415	13286	14360	13915	11936	13083	13152	14340	13114	13788	13705	13855	13614	12373	13765	12246	12123	14584	12194	13039	14499	13984	12535	14113	14392	14081	13384	13524	14468	13326	14619	13138	14022	14019	13191	0	12771	13717	13323	13237	13021	14490	12749	14235	12798	14513	12723	13975	13886	13530	13916	14058	13299	14262	13722	14044	13778	14208	14636	13409	14583	13420	14579	14150	14501	13895	13873	13409	13103	12955	13575	14504	13012	12536	14596
pg_16091_NZS	13630	14044	12263	12837	13604	14128	13117	12391	13832	11749	11290	14310	14321	12796	13555	12345	13154	13582	13634	14050	13612	12511	12812	11519	11902	12351	13769	12638	14438	14060	14141	13030	14141	14472	12313	14278	13298	12594	13285	13150	14121	13533	13001	12777	12373	12803	13623	12675	13046	13384	13823	13316	12848	13953	13987	13064	14097	13689	13767	14177	14641	11566	13679	12068	12270	11877	12903	11095	12973	13045	12108	12416	11856	11621	11755	12109	13519	12328	11555	13529	14556	14081	14437	13953	11796	13393	12399	12134	13071	14002	12473	12792	12702	12286	11973	13469	12255	14481	13341	13635	14289	13222	14452	13842	14622	13830	13796	13265	13638	13363	13566	14006	13990	13868	12717	14111	14587	13519	12687	12974	13962	14295	14326	11432	13286	12003	13354	13115	13424	13452	12580	12684	13920	12413	12994	12615	14388	13988	12132	12342	12168	13444	13246	14420	13853	11842	13035	13058	14285	12957	13697	13650	13818	13506	12385	13812	12172	12085	14587	12202	12954	14495	13893	12455	14074	14385	14062	13252	13463	14479	13300	14582	12860	14017	14011	13190	12771	0	13664	13273	13193	12812	14472	12593	14204	12608	14521	12690	13970	13828	13402	13919	13978	13196	14210	13737	13997	13802	14195	14608	13366	14590	13321	14547	14104	14446	13826	13744	13299	13002	12844	13534	14496	13063	12490	14613
pg_16092_NZS	14087	14463	13530	13771	14210	14454	13877	13528	14553	13224	13151	14545	14560	13762	14252	13503	13902	14125	14185	14399	14160	13629	13808	13172	13331	13527	14178	13605	14646	14434	14414	13837	14439	14674	13440	14611	14112	13598	13927	13915	14421	14116	13921	13655	13493	13717	14168	13602	13795	14043	14318	14004	13773	14436	14396	13906	14435	14267	14253	14666	14818	13220	14256	13493	13487	13379	13759	13028	13865	14022	13409	13568	13369	13227	13351	13438	14197	13601	13171	14171	14782	14525	14623	14314	13317	14194	13701	13484	13832	14435	13622	13655	13749	13529	13418	14162	13509	14689	14008	14199	14731	13925	14654	14246	14794	14285	14295	13962	14155	14038	14103	14440	14354	14328	13721	14471	14791	14148	13708	13821	14341	14584	14621	13151	13951	13407	14013	13936	14064	14060	13633	13678	14314	13529	13750	13582	14661	14382	13445	13484	13484	14039	13926	14618	14304	13315	13877	13879	14559	13889	14273	14203	14313	14192	13541	14232	13425	13364	14731	13385	13851	14680	14357	13567	14411	14613	14441	14009	14059	14668	13994	14805	13944	14379	14341	13925	13718	13665	0	13972	13933	13801	14676	13663	14495	13719	14700	13624	14341	14305	14111	14360	14413	13922	14544	14241	14385	14245	14490	14782	14062	14744	13993	14731	14540	14710	14345	14280	14027	13900	13806	14130	14705	13833	13532	14729
